PE,rank,method,data,start,end
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 7)}",1566489778.8042262,1566489778.8042638
PE_waveform_reader6,4,process,"{}",1566489778.8017359,1566489778.8042188
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 8))]}",1566489778.80429,1566489778.804333
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 8)}",1566489778.806536,1566489778.806576
PE_waveform_reader6,4,process,"{}",1566489778.804351,1566489778.806528
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 9))]}",1566489778.806599,1566489778.806647
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 9)}",1566489778.812429,1566489778.81247
PE_waveform_reader6,4,process,"{}",1566489778.8066628,1566489778.8124218
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 10))]}",1566489778.8125,1566489778.812541
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 6)}",1566489778.791144,1566489778.791167
PE_stationxml_reader11,3,process,"{}",1566489778.789304,1566489778.7911339
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 7))]}",1566489778.7912252,1566489778.791272
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 7)}",1566489778.792752,1566489778.79278
PE_stationxml_reader11,3,process,"{}",1566489778.7912939,1566489778.792738
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 8))]}",1566489778.792834,1566489778.792906
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 8)}",1566489778.796615,1566489778.7966452
PE_stationxml_reader11,3,process,"{}",1566489778.792932,1566489778.796602
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 9))]}",1566489778.7966988,1566489778.796768
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 9)}",1566489778.7983701,1566489778.798391
PE_stationxml_reader11,3,process,"{}",1566489778.796791,1566489778.798362
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 10))]}",1566489778.798423,1566489778.799603
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 10)}",1566489778.801291,1566489778.801312
PE_stationxml_reader11,3,process,"{}",1566489778.799625,1566489778.801282
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 11))]}",1566489778.801347,1566489778.801395
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 11)}",1566489778.802441,1566489778.802461
PE_stationxml_reader11,3,process,"{}",1566489778.80141,1566489778.802433
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 12))]}",1566489778.8024929,1566489778.802538
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 12)}",1566489778.8041751,1566489778.804197
PE_stationxml_reader11,3,process,"{}",1566489778.8025532,1566489778.8041658
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 13))]}",1566489778.804232,1566489778.804278
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 13)}",1566489778.805313,1566489778.80533
PE_stationxml_reader11,3,process,"{}",1566489778.804304,1566489778.8053062
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 14))]}",1566489778.8053591,1566489778.805402
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 14)}",1566489778.8106391,1566489778.810668
PE_stationxml_reader11,3,process,"{}",1566489778.805418,1566489778.810624
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 15))]}",1566489778.810713,1566489778.81077
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 10)}",1566489778.8145669,1566489778.814603
PE_waveform_reader6,4,process,"{}",1566489778.812556,1566489778.81456
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 11))]}",1566489778.814634,1566489778.814677
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 15)}",1566489778.814712,1566489778.814729
PE_stationxml_reader11,3,process,"{}",1566489778.8107882,1566489778.814705
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 16))]}",1566489778.814788,1566489778.8148491
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 11)}",1566489778.819315,1566489778.819354
PE_waveform_reader6,4,process,"{}",1566489778.8146932,1566489778.819307
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 12))]}",1566489778.819385,1566489778.819434
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 16)}",1566489778.818155,1566489778.818176
PE_stationxml_reader11,3,process,"{}",1566489778.8148658,1566489778.818144
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 17))]}",1566489778.818212,1566489778.818252
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 12)}",1566489778.8215091,1566489778.821545
PE_waveform_reader6,4,process,"{}",1566489778.8194501,1566489778.821501
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 13))]}",1566489778.821575,1566489778.8216221
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 17)}",1566489778.821179,1566489778.8211992
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 13)}",1566489778.823644,1566489778.823684
PE_stationxml_reader11,3,process,"{}",1566489778.818273,1566489778.8211699
PE_waveform_reader6,4,process,"{}",1566489778.8216372,1566489778.823637
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 18))]}",1566489778.821235,1566489778.821277
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 14))]}",1566489778.8237178,1566489778.823765
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 18)}",1566489778.822925,1566489778.822945
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 14)}",1566489778.825761,1566489778.825799
PE_stationxml_reader11,3,process,"{}",1566489778.821293,1566489778.822916
PE_waveform_reader6,4,process,"{}",1566489778.82378,1566489778.8257542
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 19))]}",1566489778.822979,1566489778.823026
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 15))]}",1566489778.825824,1566489778.825869
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 19)}",1566489778.8247669,1566489778.8247879
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 15)}",1566489778.8283908,1566489778.828512
PE_stationxml_reader11,3,process,"{}",1566489778.8230422,1566489778.824758
PE_waveform_reader6,4,process,"{}",1566489778.825886,1566489778.828369
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 20))]}",1566489778.824822,1566489778.824872
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 16))]}",1566489778.828568,1566489778.828616
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 20)}",1566489778.826169,1566489778.826209
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 16)}",1566489778.8307462,1566489778.830785
PE_stationxml_reader11,3,process,"{}",1566489778.8248892,1566489778.826161
PE_waveform_reader6,4,process,"{}",1566489778.828633,1566489778.830739
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 21))]}",1566489778.826242,1566489778.826283
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 17))]}",1566489778.8308108,1566489778.830859
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 85, 'id': ('PE_stationxml_reader11', 3, 'output', 21)}",1566489778.8318489,1566489778.8318698
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 17)}",1566489778.832939,1566489778.832979
PE_stationxml_reader11,3,process,"{}",1566489778.826298,1566489778.831839
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 22))]}",1566489778.8319051,1566489778.8319528
PE_waveform_reader6,4,process,"{}",1566489778.830875,1566489778.832932
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 22)}",1566489778.834889,1566489778.8349109
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 18))]}",1566489778.833007,1566489778.833051
PE_stationxml_reader11,3,process,"{}",1566489778.83197,1566489778.834881
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 18)}",1566489778.834929,1566489778.834965
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 23))]}",1566489778.834944,1566489778.83499
PE_waveform_reader6,4,process,"{}",1566489778.833094,1566489778.834922
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 23)}",1566489778.836637,1566489778.8366568
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 19))]}",1566489778.8349912,1566489778.835037
PE_stationxml_reader11,3,process,"{}",1566489778.835005,1566489778.836628
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 19)}",1566489778.837205,1566489778.8372412
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 24))]}",1566489778.836695,1566489778.8367429
PE_waveform_reader6,4,process,"{}",1566489778.8350542,1566489778.837198
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 24)}",1566489778.838513,1566489778.8385332
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 20))]}",1566489778.837266,1566489778.837304
PE_stationxml_reader11,3,process,"{}",1566489778.836757,1566489778.8385038
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 20)}",1566489778.839236,1566489778.839273
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 25))]}",1566489778.838565,1566489778.838609
PE_waveform_reader6,4,process,"{}",1566489778.837318,1566489778.8392289
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 25)}",1566489778.8402328,1566489778.840254
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 21))]}",1566489778.839297,1566489778.839338
PE_stationxml_reader11,3,process,"{}",1566489778.838625,1566489778.840224
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 21)}",1566489778.841276,1566489778.8413372
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 26))]}",1566489778.840291,1566489778.84034
PE_waveform_reader6,4,process,"{}",1566489778.839354,1566489778.841268
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 26)}",1566489778.844383,1566489778.844404
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 22))]}",1566489778.841387,1566489778.841435
PE_stationxml_reader11,3,process,"{}",1566489778.840357,1566489778.844374
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 22)}",1566489778.843466,1566489778.843508
PE_waveform_reader6,4,process,"{}",1566489778.841451,1566489778.8434591
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 27))]}",1566489778.844438,1566489778.844485
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 23))]}",1566489778.843536,1566489778.843585
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 27)}",1566489778.846288,1566489778.84631
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 23)}",1566489778.846787,1566489778.8468218
PE_stationxml_reader11,3,process,"{}",1566489778.844501,1566489778.8462799
PE_waveform_reader6,4,process,"{}",1566489778.843601,1566489778.8467798
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 28))]}",1566489778.846344,1566489778.846391
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 24))]}",1566489778.8468428,1566489778.8468852
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 85, 'id': ('PE_stationxml_reader11', 3, 'output', 28)}",1566489778.848067,1566489778.848088
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 24)}",1566489778.849031,1566489778.849068
PE_stationxml_reader11,3,process,"{}",1566489778.846407,1566489778.8480582
PE_waveform_reader6,4,process,"{}",1566489778.8469,1566489778.849024
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 29))]}",1566489778.8481228,1566489778.8481731
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 25))]}",1566489778.849092,1566489778.849133
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 29)}",1566489778.8501801,1566489778.850199
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 25)}",1566489778.851094,1566489778.851132
PE_stationxml_reader11,3,process,"{}",1566489778.8481889,1566489778.8501709
PE_waveform_reader6,4,process,"{}",1566489778.84915,1566489778.8510861
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 30))]}",1566489778.850231,1566489778.850278
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 26))]}",1566489778.851155,1566489778.851197
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 86, 'id': ('PE_stationxml_reader11', 3, 'output', 30)}",1566489778.8531919,1566489778.853214
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 26)}",1566489778.854191,1566489778.85423
PE_stationxml_reader11,3,process,"{}",1566489778.850293,1566489778.853183
PE_waveform_reader6,4,process,"{}",1566489778.851213,1566489778.854184
PE_stationxml_reader11,3,read,"{'input': [('input', ('WatchDirectory10', 2, 'output', 31))]}",1566489778.853246,1566489778.853298
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 27))]}",1566489778.8542562,1566489778.8543
PE_stationxml_reader11,3,write,"{'output': 'output', 'size': 85, 'id': ('PE_stationxml_reader11', 3, 'output', 31)}",1566489778.8550951,1566489778.855114
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 27)}",1566489778.856735,1566489778.856771
PE_stationxml_reader11,3,process,"{}",1566489778.853313,1566489778.855087
PE_waveform_reader6,4,process,"{}",1566489778.854316,1566489778.856728
PE_stationxml_reader11,3,read,"{'input': []}",1566489778.855144,1566489778.855194
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 28))]}",1566489778.8567948,1566489778.85684
PE_stationxml_reader11,3,terminate,"{}",1566489778.855244,1566489778.85525
PE_stationxml_reader11,3,postprocess,"{}",1566489778.855208,1566489778.855232
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 28)}",1566489778.860234,1566489778.8602712
PE_waveform_reader6,4,process,"{}",1566489778.856856,1566489778.860227
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 29))]}",1566489778.860299,1566489778.860338
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 29)}",1566489778.862509,1566489778.86255
PE_waveform_reader6,4,process,"{}",1566489778.860352,1566489778.8625011
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 30))]}",1566489778.862584,1566489778.862636
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 30)}",1566489778.8647602,1566489778.8648021
PE_waveform_reader6,4,process,"{}",1566489778.8626518,1566489778.864753
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 31))]}",1566489778.864838,1566489778.864893
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 31)}",1566489778.866839,1566489778.86688
PE_waveform_reader6,4,process,"{}",1566489778.8649118,1566489778.8668318
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 32))]}",1566489778.8669178,1566489778.86697
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 32)}",1566489778.870213,1566489778.8702521
PE_waveform_reader6,4,process,"{}",1566489778.866986,1566489778.8702059
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 33))]}",1566489778.870288,1566489778.870337
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 33)}",1566489778.8721778,1566489778.872206
PE_waveform_reader6,4,process,"{}",1566489778.8703492,1566489778.872173
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 34))]}",1566489778.872233,1566489778.8722801
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 34)}",1566489778.8748958,1566489778.874936
PE_waveform_reader6,4,process,"{}",1566489778.8722959,1566489778.874889
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 35))]}",1566489778.8749702,1566489778.8750138
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 35)}",1566489778.877957,1566489778.877989
PE_waveform_reader6,4,process,"{}",1566489778.8750248,1566489778.877951
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 36))]}",1566489778.878017,1566489778.87807
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 36)}",1566489778.881291,1566489778.881332
PE_waveform_reader6,4,process,"{}",1566489778.8780859,1566489778.881282
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 37))]}",1566489778.881369,1566489778.8814259
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 37)}",1566489778.883292,1566489778.883329
PE_waveform_reader6,4,process,"{}",1566489778.881444,1566489778.883285
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 38))]}",1566489778.883362,1566489778.8834078
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 38)}",1566489778.8851871,1566489778.885216
PE_waveform_reader6,4,process,"{}",1566489778.88342,1566489778.885181
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 39))]}",1566489778.885244,1566489778.885292
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 39)}",1566489778.887007,1566489778.887035
PE_waveform_reader6,4,process,"{}",1566489778.8853068,1566489778.887001
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 40))]}",1566489778.887062,1566489778.887109
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 40)}",1566489778.888911,1566489778.88894
PE_waveform_reader6,4,process,"{}",1566489778.887124,1566489778.888905
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 41))]}",1566489778.888968,1566489778.8890162
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 41)}",1566489778.892676,1566489778.892725
PE_waveform_reader6,4,process,"{}",1566489778.889031,1566489778.892666
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 42))]}",1566489778.892767,1566489778.892822
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 42)}",1566489778.895385,1566489778.8954291
PE_waveform_reader6,4,process,"{}",1566489778.892839,1566489778.895377
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 43))]}",1566489778.895469,1566489778.895519
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 43)}",1566489778.8974879,1566489778.8975308
PE_waveform_reader6,4,process,"{}",1566489778.8955362,1566489778.89748
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 44))]}",1566489778.897556,1566489778.897603
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 44)}",1566489778.899584,1566489778.899626
PE_waveform_reader6,4,process,"{}",1566489778.89762,1566489778.8995771
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 45))]}",1566489778.89965,1566489778.899698
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 45)}",1566489778.9104939,1566489778.9105432
PE_waveform_reader6,4,process,"{}",1566489778.899713,1566489778.910486
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 46))]}",1566489778.910572,1566489778.9106271
PE_waveform_reader6,4,write,"{'output': 'output', 'size': 56, 'id': ('PE_waveform_reader6', 4, 'output', 46)}",1566489778.914329,1566489778.914366
PE_waveform_reader6,4,process,"{}",1566489778.910645,1566489778.9143229
PE_waveform_reader6,4,read,"{'input': [('input', ('WatchDirectory9', 1, 'output', 47))]}",1566489778.914398,1566489778.914439
